#Gen,#Eval,Communication Time,#con1,#con2,Num of feasible individuals
138,27600,-0.98000002,0.01298781,0.28513919,100
139,27800,-0.98000002,0.01298781,0.28513919,100
140,28000,-0.98000002,0.01298781,0.28513919,100
141,28200,-0.98000002,0.01298781,0.28513919,100
142,28400,-0.98000002,0.01298781,0.28513919,100
143,28600,-0.98000002,0.01298781,0.28513919,100
144,28800,-0.98000002,0.01298781,0.28513919,100
145,29000,-0.98000002,0.01298781,0.28513919,100
146,29200,-0.98000002,0.01298781,0.28513919,100
147,29400,-0.98000002,0.01298781,0.28513919,100
148,29600,-0.98000002,0.01298781,0.28513919,100
149,29800,-0.98000002,0.01298781,0.28513919,100
150,30000,-0.98000002,0.01298781,0.28513919,100
