#Gen,#Eval,Communication Time,#con1,#con2,Num of feasible individuals
114,22800,-0.79333335,0.00666667,0.27366067,100
115,23000,-0.79333335,0.00666667,0.27366067,100
116,23200,-0.79333335,0.00666667,0.27366067,100
117,23400,-0.79333335,0.00666667,0.27366067,100
118,23600,-0.79333335,0.00666667,0.27366067,100
119,23800,-0.79333335,0.00666667,0.27366067,100
120,24000,-0.79333335,0.00666667,0.27366067,100
121,24200,-0.79333335,0.00666667,0.27366067,100
122,24400,-0.79333335,0.00666667,0.27366067,100
123,24600,-0.79333335,0.00666667,0.27366067,100
124,24800,-0.79333335,0.00666667,0.27366067,100
125,25000,-0.79333335,0.00666667,0.27366067,100
126,25200,-0.79333335,0.00666667,0.27366067,100
127,25400,-0.79333335,0.00666667,0.27366067,100
128,25600,-0.79333335,0.00666667,0.27366067,100
129,25800,-0.79333335,0.00666667,0.27366067,100
130,26000,-0.79333335,0.00666667,0.27366067,100
131,26200,-0.79333335,0.00666667,0.27366067,100
132,26400,-0.79333335,0.00666667,0.27366067,100
133,26600,-0.79333335,0.00666667,0.27366067,100
134,26800,-0.79333335,0.00666667,0.27366067,100
135,27000,-0.79333335,0.00666667,0.27366067,100
136,27200,-0.79333335,0.00666667,0.27366067,100
137,27400,-0.79333335,0.00666667,0.27366067,100
138,27600,-0.79333335,0.00666667,0.27366067,100
139,27800,-0.79333335,0.00666667,0.27366067,100
140,28000,-0.79333335,0.00666667,0.27366067,100
141,28200,-0.79333335,0.00666667,0.27366067,100
142,28400,-0.79333335,0.00666667,0.27366067,100
143,28600,-0.79333335,0.00666667,0.27366067,100
144,28800,-0.79333335,0.00666667,0.27366067,100
145,29000,-0.79333335,0.00666667,0.27366067,100
146,29200,-0.79333335,0.00666667,0.27366067,100
147,29400,-0.79333335,0.00666667,0.27366067,100
148,29600,-0.79333335,0.00666667,0.27366067,100
149,29800,-0.79333335,0.00666667,0.27366067,100
150,30000,-0.79333335,0.00666667,0.27366067,100
