#Gen,#Eval,Communication Time,#con1,#con2,Num of feasible individuals
3,600,-0.53895789,0.01,0.27639069,1
4,800,-0.53895789,0.01,0.27639069,0
5,1000,-0.73943835,0.00666667,0.26869766,10
6,1200,-0.73943835,0.00666667,0.26869766,16
7,1400,-0.78052878,0.00666667,0.26853133,28
8,1600,-0.78354007,0.00666667,0.29143083,32
9,1800,-0.78730232,0.00666667,0.28735415,45
10,2000,-0.79309255,0.00666667,0.27417567,56
11,2200,-0.79309255,0.00666667,0.27417567,73
12,2400,-0.79309255,0.00666667,0.27417567,80
13,2600,-0.79317105,0.00666667,0.2735561,88
14,2800,-0.79321426,0.00666667,0.27365076,94
15,3000,-0.7933107,0.00666667,0.27366622,99
16,3200,-0.79332292,0.00666667,0.27366561,98
17,3400,-0.79332292,0.00666667,0.27366561,99
18,3600,-0.79332292,0.00666667,0.27366561,100
19,3800,-0.79333019,0.00666667,0.27366668,100
20,4000,-0.79333025,0.00666667,0.27366725,100
21,4200,-0.79333085,0.00666667,0.27366042,100
22,4400,-0.79333276,0.00666667,0.27366096,100
23,4600,-0.79333287,0.00666667,0.27366129,100
24,4800,-0.79333317,0.00666667,0.27366105,100
25,5000,-0.79333323,0.00666667,0.27366101,100
26,5200,-0.79333335,0.00666667,0.27366067,100
27,5400,-0.79333335,0.00666667,0.27366067,100
28,5600,-0.79333335,0.00666667,0.27366067,100
29,5800,-0.79333335,0.00666667,0.27366067,100
30,6000,-0.79333335,0.00666667,0.27366067,100
31,6200,-0.79333335,0.00666667,0.27366067,100
32,6400,-0.79333335,0.00666667,0.27366067,100
33,6600,-0.79333335,0.00666667,0.27366067,100
34,6800,-0.79333335,0.00666667,0.27366067,100
35,7000,-0.79333335,0.00666667,0.27366067,100
36,7200,-0.79333335,0.00666667,0.27366067,100
37,7400,-0.79333335,0.00666667,0.27366067,100
38,7600,-0.79333335,0.00666667,0.27366067,100
39,7800,-0.79333335,0.00666667,0.27366067,100
40,8000,-0.79333335,0.00666667,0.27366067,100
41,8200,-0.79333335,0.00666667,0.27366067,100
42,8400,-0.79333335,0.00666667,0.27366067,100
43,8600,-0.79333335,0.00666667,0.27366067,100
44,8800,-0.79333335,0.00666667,0.27366067,100
45,9000,-0.79333335,0.00666667,0.27366067,100
46,9200,-0.79333335,0.00666667,0.27366067,100
47,9400,-0.79333335,0.00666667,0.27366067,100
48,9600,-0.79333335,0.00666667,0.27366067,100
49,9800,-0.79333335,0.00666667,0.27366067,100
50,10000,-0.79333335,0.00666667,0.27366067,100
51,10200,-0.79333335,0.00666667,0.27366067,100
52,10400,-0.79333335,0.00666667,0.27366067,100
53,10600,-0.79333335,0.00666667,0.27366067,100
54,10800,-0.79333335,0.00666667,0.27366067,100
55,11000,-0.79333335,0.00666667,0.27366067,100
56,11200,-0.79333335,0.00666667,0.27366067,100
57,11400,-0.79333335,0.00666667,0.27366067,100
58,11600,-0.79333335,0.00666667,0.27366067,100
59,11800,-0.79333335,0.00666667,0.27366067,100
60,12000,-0.79333335,0.00666667,0.27366067,100
61,12200,-0.79333335,0.00666667,0.27366067,100
62,12400,-0.79333335,0.00666667,0.27366067,100
63,12600,-0.79333335,0.00666667,0.27366067,100
64,12800,-0.79333335,0.00666667,0.27366067,100
65,13000,-0.79333335,0.00666667,0.27366067,100
66,13200,-0.79333335,0.00666667,0.27366067,100
67,13400,-0.79333335,0.00666667,0.27366067,100
68,13600,-0.79333335,0.00666667,0.27366067,100
69,13800,-0.79333335,0.00666667,0.27366067,100
70,14000,-0.79333335,0.00666667,0.27366067,100
71,14200,-0.79333335,0.00666667,0.27366067,100
72,14400,-0.79333335,0.00666667,0.27366067,100
73,14600,-0.79333335,0.00666667,0.27366067,100
74,14800,-0.79333335,0.00666667,0.27366067,100
75,15000,-0.79333335,0.00666667,0.27366067,100
76,15200,-0.79333335,0.00666667,0.27366067,100
77,15400,-0.79333335,0.00666667,0.27366067,100
78,15600,-0.79333335,0.00666667,0.27366067,100
79,15800,-0.79333335,0.00666667,0.27366067,100
80,16000,-0.79333335,0.00666667,0.27366067,100
81,16200,-0.79333335,0.00666667,0.27366067,100
82,16400,-0.79333335,0.00666667,0.27366067,100
83,16600,-0.79333335,0.00666667,0.27366067,100
84,16800,-0.79333335,0.00666667,0.27366067,100
85,17000,-0.79333335,0.00666667,0.27366067,100
86,17200,-0.79333335,0.00666667,0.27366067,100
87,17400,-0.79333335,0.00666667,0.27366067,100
88,17600,-0.79333335,0.00666667,0.27366067,100
89,17800,-0.79333335,0.00666667,0.27366067,100
90,18000,-0.79333335,0.00666667,0.27366067,100
91,18200,-0.79333335,0.00666667,0.27366067,100
92,18400,-0.79333335,0.00666667,0.27366067,100
93,18600,-0.79333335,0.00666667,0.27366067,100
94,18800,-0.79333335,0.00666667,0.27366067,100
95,19000,-0.79333335,0.00666667,0.27366067,100
96,19200,-0.79333335,0.00666667,0.27366067,100
97,19400,-0.79333335,0.00666667,0.27366067,100
98,19600,-0.79333335,0.00666667,0.27366067,100
99,19800,-0.79333335,0.00666667,0.27366067,100
100,20000,-0.79333335,0.00666667,0.27366067,100
101,20200,-0.79333335,0.00666667,0.27366067,100
102,20400,-0.79333335,0.00666667,0.27366067,100
103,20600,-0.79333335,0.00666667,0.27366067,100
104,20800,-0.79333335,0.00666667,0.27366067,100
105,21000,-0.79333335,0.00666667,0.27366067,100
106,21200,-0.79333335,0.00666667,0.27366067,100
107,21400,-0.79333335,0.00666667,0.27366067,100
108,21600,-0.79333335,0.00666667,0.27366067,100
109,21800,-0.79333335,0.00666667,0.27366067,100
110,22000,-0.79333335,0.00666667,0.27366067,100
111,22200,-0.79333335,0.00666667,0.27366067,100
112,22400,-0.79333335,0.00666667,0.27366067,100
113,22600,-0.79333335,0.00666667,0.27366067,100
