#Gen,#Eval,Communication Time,#con1,#con2,Num of feasible individuals
543,27150,-0.98000002,0.01147086,0.28299016,34
544,27200,-0.98000002,0.01147086,0.28299016,31
545,27250,-0.98000002,0.01147086,0.28299016,33
546,27300,-0.98000002,0.01147086,0.28299016,32
547,27350,-0.98000002,0.01147086,0.28299016,35
548,27400,-0.98000002,0.01147086,0.28299016,37
549,27450,-0.98000002,0.01147086,0.28299016,29
550,27500,-0.98000002,0.01147086,0.28299016,34
551,27550,-0.98000002,0.01147086,0.28299016,33
552,27600,-0.98000002,0.01147086,0.28299016,24
553,27650,-0.98000002,0.01147086,0.28299016,33
554,27700,-0.98000002,0.01147086,0.28299016,30
555,27750,-0.98000002,0.01147086,0.28299016,32
556,27800,-0.98000002,0.01147086,0.28299016,33
557,27850,-0.98000002,0.01147086,0.28299016,31
558,27900,-0.98000002,0.01147086,0.28299016,30
559,27950,-0.98000002,0.01147086,0.28299016,32
560,28000,-0.98000002,0.01147086,0.28299016,33
561,28050,-0.98000002,0.01147086,0.28299016,30
562,28100,-0.98000002,0.01147086,0.28299016,34
563,28150,-0.98000002,0.01147086,0.28299016,28
564,28200,-0.98000002,0.01147086,0.28299016,32
565,28250,-0.98000002,0.01147086,0.28299016,30
566,28300,-0.98000002,0.01147086,0.28299016,24
567,28350,-0.98000002,0.01147086,0.28299016,27
568,28400,-0.98000002,0.01147086,0.28299016,28
569,28450,-0.98000002,0.01147086,0.28299016,31
570,28500,-0.98000002,0.01147086,0.28299016,35
571,28550,-0.98000002,0.01147086,0.28299016,35
572,28600,-0.98000002,0.01147086,0.28299016,36
573,28650,-0.98000002,0.01147086,0.28299016,30
574,28700,-0.98000002,0.01147086,0.28299016,33
575,28750,-0.98000002,0.01147086,0.28299016,33
576,28800,-0.98000002,0.01147086,0.28299016,32
577,28850,-0.98000002,0.01147086,0.28299016,28
578,28900,-0.98000002,0.01147086,0.28299016,29
579,28950,-0.98000002,0.01147086,0.28299016,30
580,29000,-0.98000002,0.01147086,0.28299016,36
581,29050,-0.98000002,0.01147086,0.28299016,36
582,29100,-0.98000002,0.01147086,0.28299016,32
583,29150,-0.98000002,0.01147086,0.28299016,35
584,29200,-0.98000002,0.01147086,0.28299016,29
585,29250,-0.98000002,0.01147086,0.28299016,29
586,29300,-0.98000002,0.01147086,0.28299016,30
587,29350,-0.98000002,0.01147086,0.28299016,37
588,29400,-0.98000002,0.01147086,0.28299016,31
589,29450,-0.98000002,0.01147086,0.28299016,36
590,29500,-0.98000002,0.01147086,0.28299016,31
591,29550,-0.98000002,0.01147086,0.28299016,25
592,29600,-0.98000002,0.01147086,0.28299016,31
593,29650,-0.98000002,0.01147086,0.28299016,31
594,29700,-0.98000002,0.01147086,0.28299016,33
595,29750,-0.98000002,0.01147086,0.28299016,31
596,29800,-0.98000002,0.01147086,0.28299016,31
597,29850,-0.98000002,0.01147086,0.28299016,34
598,29900,-0.98000002,0.01147086,0.28299016,34
599,29950,-0.98000002,0.01147086,0.28299016,39
600,30000,-0.98000002,0.01147086,0.28299016,37
